8.084410667419433594e+00	6.709321498870849609e+00	2.090151548385620117e+00	2.287337541580200195e+00	9.231275558471679688e+00
8.778655052185058594e+00	5.451673984527587891e+00	1.711136937141418457e+00	2.904595613479614258e+00	8.932539939880371094e+00
7.947626590728759766e+00	6.719546318054199219e+00	2.093252182006835938e+00	2.344486474990844727e+00	9.406660079956054688e+00
8.792296409606933594e+00	5.657886028289794922e+00	2.275666713714599609e+00	2.064512491226196289e+00	8.643497467041015625e+00
1.060974979400634766e+01	5.202915668487548828e+00	1.935417413711547852e+00	3.772037267684936523e+00	7.233960151672363281e+00
1.017769050598144531e+01	6.784884452819824219e+00	1.437168717384338379e+00	2.170087337493896484e+00	7.622071743011474609e+00
9.289887428283691406e+00	3.718253135681152344e+00	2.389575958251953125e+00	4.158174037933349609e+00	7.422737598419189453e+00
8.084335327148437500e+00	5.379734039306640625e+00	2.044353008270263672e+00	3.458585023880004883e+00	8.810921669006347656e+00
9.202200889587402344e+00	3.849751472473144531e+00	2.361608982086181641e+00	4.058607101440429688e+00	7.553137302398681641e+00
9.886701583862304688e+00	4.921211719512939453e+00	8.084674924612045288e-02	5.359663486480712891e+00	8.115267753601074219e+00
9.190239906311035156e+00	5.434076309204101562e+00	2.180938243865966797e+00	3.228587627410888672e+00	7.615748405456542969e+00
7.408334255218505859e+00	6.328838348388671875e+00	1.599531531333923340e+00	2.738599538803100586e+00	8.592252731323242188e+00
7.189265727996826172e+00	6.403562545776367188e+00	1.535454392433166504e+00	2.622919797897338867e+00	8.729501724243164062e+00
9.330634117126464844e+00	3.820006370544433594e+00	2.370504379272460938e+00	4.146845817565917969e+00	7.465486526489257812e+00
9.068262100219726562e+00	5.551720142364501953e+00	2.133379220962524414e+00	3.344176530838012695e+00	8.099205017089843750e+00
8.191506385803222656e+00	5.638727664947509766e+00	2.341922283172607422e+00	3.866579771041870117e+00	7.780293941497802734e+00
7.985829830169677734e+00	5.179544925689697266e+00	2.118668556213378906e+00	3.505868911743164062e+00	8.237969398498535156e+00
9.351305007934570312e+00	6.406728744506835938e+00	1.420824289321899414e+00	1.904953241348266602e+00	8.459384918212890625e+00
7.996046543121337891e+00	6.423815727233886719e+00	1.841618895530700684e+00	2.979996919631958008e+00	8.451147079467773438e+00
8.930864334106445312e+00	5.785007476806640625e+00	1.666967630386352539e+00	2.732787847518920898e+00	8.867605209350585938e+00
9.656239509582519531e+00	6.174995899200439453e+00	1.684178590774536133e+00	2.084691762924194336e+00	8.235865592956542969e+00
9.424490928649902344e+00	5.910456657409667969e+00	1.977297544479370117e+00	2.335869073867797852e+00	8.377437591552734375e+00
9.258858680725097656e+00	3.834039211273193359e+00	2.374219417572021484e+00	4.121831417083740234e+00	7.551764965057373047e+00
9.720468521118164062e+00	6.106512546539306641e+00	2.735737800598144531e+00	2.914486408233642578e+00	8.002527236938476562e+00
8.723260879516601562e+00	6.118001937866210938e+00	1.739958643913269043e+00	2.306372165679931641e+00	8.920080184936523438e+00
7.984241962432861328e+00	5.477298259735107422e+00	2.251685857772827148e+00	3.659393072128295898e+00	8.535620689392089844e+00
9.639048576354980469e+00	6.716494560241699219e+00	1.588689208030700684e+00	1.852982282638549805e+00	7.952090740203857422e+00
1.043230628967285156e+01	3.935667753219604492e+00	2.270747900009155273e+00	4.487511634826660156e+00	7.125520706176757812e+00
1.030271816253662109e+01	2.389572858810424805e+00	3.037852764129638672e+00	4.914022445678710938e+00	7.524583339691162109e+00
5.573267459869384766e+00	4.338420867919921875e+00	2.108769416809082031e+00	2.210650682449340820e+00	8.135344505310058594e+00
9.863843917846679688e+00	6.534497737884521484e+00	1.426843881607055664e+00	2.308015584945678711e+00	7.816359996795654297e+00
1.024842834472656250e+01	3.642345190048217773e+00	2.549710988998413086e+00	4.545647621154785156e+00	7.747341632843017578e+00
