4.863621234893798828e+00	8.620308876037597656e+00	7.645557880401611328e+00	5.216850757598876953e+00	2.034840345382690430e+00
4.043518066406250000e+00	8.607388496398925781e+00	7.927153110504150391e+00	4.667503356933593750e+00	1.287486910820007324e+00
5.048363208770751953e+00	8.408368110656738281e+00	7.842513084411621094e+00	5.767487525939941406e+00	1.989301919937133789e+00
5.090683460235595703e+00	8.338676452636718750e+00	8.037696838378906250e+00	5.850220680236816406e+00	2.026480674743652344e+00
2.654106140136718750e+00	8.269553184509277344e+00	8.785923004150390625e+00	4.010116100311279297e+00	1.601423859596252441e+00
5.026640892028808594e+00	8.449413299560546875e+00	8.865995407104492188e+00	5.954315185546875000e+00	2.464837074279785156e+00
8.372980117797851562e+00	7.201380729675292969e+00	8.663199424743652344e+00	4.495791435241699219e+00	3.506229639053344727e+00
5.123799324035644531e+00	8.616270065307617188e+00	7.542563915252685547e+00	5.127889156341552734e+00	2.194065570831298828e+00
5.531646728515625000e+00	8.435625076293945312e+00	7.497753620147705078e+00	5.768184185028076172e+00	2.292981863021850586e+00
4.067878246307373047e+00	9.322069168090820312e+00	8.295495986938476562e+00	5.033147811889648438e+00	1.755033373832702637e+00
5.876391410827636719e+00	8.376317024230957031e+00	7.391088962554931641e+00	5.939426422119140625e+00	2.913351535797119141e+00
5.964044570922851562e+00	8.727557182312011719e+00	7.671191692352294922e+00	5.036430835723876953e+00	2.932174682617187500e+00
8.316617965698242188e+00	7.106541633605957031e+00	8.604040145874023438e+00	4.565835952758789062e+00	3.382288455963134766e+00
8.404415130615234375e+00	7.181280136108398438e+00	8.573801994323730469e+00	4.694763183593750000e+00	3.494243383407592773e+00
4.961283683776855469e+00	8.606499671936035156e+00	7.601745128631591797e+00	5.161389350891113281e+00	2.080116033554077148e+00
2.960772275924682617e+00	7.788997650146484375e+00	1.040301322937011719e+01	3.889696359634399414e+00	1.779513716697692871e+00
6.691907405853271484e+00	8.171112060546875000e+00	8.552950859069824219e+00	4.572309494018554688e+00	2.911625862121582031e+00
8.533496856689453125e+00	7.139324188232421875e+00	8.661348342895507812e+00	4.735054016113281250e+00	3.589111566543579102e+00
6.629045009613037109e+00	8.296543121337890625e+00	8.089942932128906250e+00	5.257973670959472656e+00	3.058670282363891602e+00
2.731483221054077148e+00	8.508966445922851562e+00	8.587510108947753906e+00	3.914548873901367188e+00	9.752836823463439941e-01
3.638263940811157227e+00	9.256915092468261719e+00	8.234959602355957031e+00	5.136672019958496094e+00	1.417438268661499023e+00
5.030710220336914062e+00	8.443051338195800781e+00	7.819497585296630859e+00	5.692814350128173828e+00	2.006367444992065430e+00
3.802529811859130859e+00	9.234751701354980469e+00	8.326426506042480469e+00	5.201273441314697266e+00	1.447424292564392090e+00
6.942156314849853516e+00	7.807815551757812500e+00	8.749903678894042969e+00	4.389572143554687500e+00	3.173881530761718750e+00
3.950947761535644531e+00	7.675869941711425781e+00	8.175160408020019531e+00	4.934787273406982422e+00	1.739596605300903320e+00
4.614892005920410156e+00	8.583518981933593750e+00	7.597759723663330078e+00	5.047387123107910156e+00	1.722532749176025391e+00
3.674353122711181641e+00	6.375348091125488281e+00	9.141438484191894531e+00	3.669184684753417969e+00	2.641562938690185547e+00
5.934996604919433594e+00	8.189135551452636719e+00	7.762202262878417969e+00	5.525862216949462891e+00	2.909317255020141602e+00
8.367777824401855469e+00	7.445233345031738281e+00	7.877559661865234375e+00	5.745848655700683594e+00	3.442920684814453125e+00
6.168226242065429688e+00	8.874460220336914062e+00	7.865367412567138672e+00	6.254259109497070312e+00	3.294303894042968750e+00
7.044876575469970703e+00	8.225726127624511719e+00	7.593651294708251953e+00	5.739049911499023438e+00	2.084455966949462891e+00
6.079562187194824219e+00	8.905694961547851562e+00	7.420939445495605469e+00	5.227908134460449219e+00	2.939208984375000000e+00
4.987831115722656250e+00	8.486058235168457031e+00	8.812026023864746094e+00	5.934757709503173828e+00	2.423797845840454102e+00
8.794749259948730469e+00	7.757866859436035156e+00	9.265266418457031250e+00	5.919579982757568359e+00	2.903847932815551758e+00
6.254743099212646484e+00	8.932104110717773438e+00	7.837669372558593750e+00	6.319818019866943359e+00	3.321459531784057617e+00
6.152656555175781250e+00	8.850089073181152344e+00	7.450198173522949219e+00	5.163135528564453125e+00	2.912038087844848633e+00
5.625978946685791016e+00	8.788735389709472656e+00	8.033688545227050781e+00	5.421928882598876953e+00	3.048660993576049805e+00
6.049479007720947266e+00	8.669009208679199219e+00	7.730659961700439453e+00	6.134113788604736328e+00	3.129468679428100586e+00
5.455471038818359375e+00	8.916221618652343750e+00	8.007701873779296875e+00	5.120878696441650391e+00	2.547716140747070312e+00
5.826724529266357422e+00	8.481523513793945312e+00	7.763925075531005859e+00	5.712004661560058594e+00	3.003536224365234375e+00
2.996327161788940430e+00	7.951858997344970703e+00	1.018046283721923828e+01	4.160323143005371094e+00	1.475971579551696777e+00
8.585512161254882812e+00	7.112553596496582031e+00	8.673514366149902344e+00	4.701662540435791016e+00	3.642812728881835938e+00
7.278690814971923828e+00	9.671908378601074219e+00	7.745405673980712891e+00	5.536083698272705078e+00	2.819501399993896484e+00
5.753184318542480469e+00	8.968153953552246094e+00	8.037330627441406250e+00	5.630251407623291016e+00	3.236970424652099609e+00
5.549087047576904297e+00	8.702549934387207031e+00	8.011554718017578125e+00	5.086725234985351562e+00	2.673666000366210938e+00
6.854879856109619141e+00	6.354804992675781250e+00	8.152541160583496094e+00	4.718244552612304688e+00	2.012699365615844727e+00
5.249228477478027344e+00	8.537673950195312500e+00	7.565165042877197266e+00	5.314201354980468750e+00	2.102446317672729492e+00
